Judul,Status
 Foto Protes Kebijakan Pensiunan di Paris Januari 2022,Salah [False Context]
" Akun WhatsApp Camat Rappocini, Syahruddin, Menawarkan Cicilan Mobil",Salah [Impostor Content]
 Tukul Arwana Meninggal Dunia,Salah [Fabricated Content]
 Surat Penunjukan Penyedia Barang/Jasa Kementerian Kesehatan Republik Indonesia Tahun 2022,Salah [Impostor Content]
 Akun Whatsapp Kadisdik Kota Dumai Yusmanidar +6281381457859,Salah [Impostor Content]
 Akun Whatsapp Sekretaris Daerah Kalimantan Tengah Nuryakin “+6285763829772”,Salah [Impostor Content]
 Gambar Danau Berbentuk Hati di Zimbabwe,Salah [False Context]
 Foto Asteroid Melintasi Bumi pada bulan Desember 2021,Salah [False Context]
 Islam Meniru Kebudayaan Lain Dalam Simbol Bulan Bintang,Salah [Misleading Content]
"Keliru, Surat Terbuka Berisi Klaim Vaksinasi merupakan Program Genosida dan Menyebabkan Mandul",Salah [-]
"Keliru, Video Raja Bahrain Dikawal Robot Raksasa Saat Tiba di Dubai",Salah [-]
 Video Gempa di Banten 14 Januari 2022,Salah [False Context]
 “Ternyata Kisah Upin dan Ipin Benar-benar Nyata Bukan Fiktif Belaka”,Salah [Misleading Content]
 “Manusia pertama baru saja mendarat di bulan tapi foto bumi yg diambil dari bulan sdh duluan dipajang”,Salah [False Context]
" Gambar Presiden Jokowi di Headline Berita CNN “Kejar Biawak, Pria Terjebak di Gorong-gorong”",Salah [Satire]
 Telah Muncul Varian Baru Corona Bernama “Florona”,Salah [Misleading Content]
 Atlet Tenis Dalila Jakupovic Mengalami Kesulitan Bernapas saat Babak Kualifikasi Australia Open karena Vaksin Covid-19,Salah [Misleading Content]
 Mengatasi Maag dan Asam Lambung dengan Totok Kaki,Salah [Misleading Content]
 Informasi Lowongan Pekerjaan Mengatasnamakan BRI,Salah [Impostor Content]
 Paus Fransiskus akan Mengganti Alkitab dengan “Biblia 2000”,Salah [Satire]
 Jasa dan Biaya Pembuatan SIM Online,Salah [Fabricated Content]
"Keliru, Video yang Diklaim Polisi Cina di Bangka Belitung",Salah [-]
": Hukum Mencintai Pasangan Orang Lain Ternyata Tidak Dosa, Menurut Ustadz Abdul Somad Itulah Nilai Jihad",Salah [False Context]
" Video Tsunami di Tonga pada 15 Januari 2022
",Salah [False Context]
 Foto Jalan Rusak dan Masjid Rubuh karena Gempa Banten 2022 dan Jakarta,Salah [False Context]
 Login ke Facebook Wajib Gunakan Sertifikat Vaksin,Salah [Misleading Content]
 Penyanyi Dangdut Cita Citata Meninggal Dunia,Salah [Fabricated Content]
 Surat Pemanggilan Seleksi Karyawan PT KAI 2022,Salah [Impostor Content]
 Jadwal SIM Keliling Kota Blitar Januari 2022 oleh Polres Blitar,Salah [Fabricated Content]
 Adam Sandler Meninggal Karena Tenggelam,Salah [Fabricated Content]
"Keliru, Video Demonstran Penentang Presiden Israel Kepalanya Terbakar dan Mengeluarkan Asap Akibat Nanochip dalam Tubuhnya Bertabrakan dengan Jaringan 5G",Salah [-]
"Keliru, Video 600 Siswa Sekolah Cina di Jakarta Disuntik Vaksin Kosongan hanya untuk Mendapat Sertifikat Vaksin dan Barcode",Salah [-]
 Omicron dalam Bahasa Yunani Artinya “AKHIR ZAMAN”,Salah [Misleading Content]
 Kisah Mengharukan Thomas Alva Edison,Salah [Fabricated Content]
" Ditetapkan Sebagai Kota Injil, Manokwari Larang Perempuan Berhijab, Adzan, dan Pembangunan Masjid",Salah [Misleading Content]
 Dosen Melayang di Universitas Ahmad Dahlan Yogyakarta,Salah [Misleading Content]
 Video “Peresmian jembatan di samarinda”,Salah [False Context]
"Keliru, Mahasiswi Temukan Formula Pemutih Tubuh tanpa Suntik dan Menerima Penghargaan Tertinggi",Salah [-]
 Daftar Kandungan Bahan Kimia Berbahaya dalam Vaksin Covid-19,Salah [Misleading Content]
 Video Korban Ponsel Meledak karena Minum Air dan Menggunakan Ponsel yang Sedang Diisi Daya,Salah [Misleading Content]
 Permen Yupi Mengandung Babi,Salah [Misleading Content]
 Giveaway Soimah 2 juta untuk 350 orang,Salah [Impostor Content]
 “Akhirnya Tepat Hari Ini (13 Januari 2022) Guru Yang H4mili Santri Akan Ditemb4k Dalam Jarak 5 Meter Tepat Di Bagian Jantung”,Salah [Misleading Content]
 Pesan Obama untuk Pemilu Presiden Kenya 2022,Salah [False Context]
 Foto Beras Bansos Bersampur Batu,Salah [Fabricated Content]
" “Seorang gadis asal Arab Saudi meninggal dunia, setelah berhasil menghafal 30 juz Alquran”",Salah [False Context]
" Video Harimau di Cisaga, Ciamis",Salah [False Context]
 Terjadi Aksi Penculikan anak di Cianjur,Salah [Misleading Content]
 Putri Bungsu Annisa Trihapsari Meninggal Dunia,Salah [Misleading Content]
 Lowongan Kerja Vaksinator di Puskesmas Kota Batu,Salah [Fabricated Content]
 Vaksin mRNA Sebabkan Kematian Pada Lansia,Salah [Misleading Content]
 “Pria Ini Hamil Pertama Kalinya Dan Akhirnya Melahirkan Sepasang Anak”,Salah [Misleading Content]
 Fakta Baru Terungkap Ubedillah Dibayar Puluhan Juta Rupiah Oleh Bahar bin Smith Untuk Melaporkan Gibran,Salah [False Connection]
 Kuesioner Berhadiah dalam Rangka Perayaan HUT Toyota Ke-80,Salah [Fabricated Content]
"Menyesatkan, Video yang Diklaim sebagai Peristiwa Tsunami saat Banyak Orang Berada di Pantai",Salah [-]
 “REKRUTMEN PENERIMAAN PEGAWAI PEMERINTAH NON PEGAWAI NEGERI KOMISI PEMILIHAN UMUM TAHUN 2022”,Salah [Fabricated Content]
 Lowongan Kerja PT. Sido Muncul Tbk,Salah [Impostor Content]
 Surat Penetapan Nomor Induk Kepegawaian,Salah [Impostor Content]
 Wali Kota Baubau Meninggal Dunia,Salah [Fabricated Content]
 Akun Whatsapp Wakil Bupati Asahan Taufik Zainal Abidin “+6289603016893”,Salah [Impostor Content]
 Akun Whatsapp Wakil Wali Kota Bekasi Tri Adhianto “0895393897800”,Salah [Impostor Content]
 Video Anak-Anak di Tiongkok Diwajibkan untuk Menggunakan Baju Hazmat,Salah [False Context]
"Keliru, Video Peluncuran Matahari Buatan Cina",Salah [-]
 Benda Logam Menempel pada Lengan setelah divaksin,Salah [Misleading Content]
 Pemerintah New Zealand Mengizinkan Euthanasia Secara Spesifik bagi Pasien COVID-19,Salah [Misleading Content]
 Foto Wanita Mengenakan Kaos Berisi Tulisan Umpatan Untuk Anies,Salah [Manipulated Content]
" Tiket MotoGP Mandalika Sudah Ludes, Kalau Formula E APBDnya Yang Sudah Ludes",Salah [Satire]
"Sesat, Video Pesawat Garuda Indonesia Mendarat Darurat di Iran",Salah [-]
 Putri Qajar dengan Kumis Tipis yang Menjadi Simbol Kecantikan Persia di Awal Tahun 1900-an,Salah [Misleading Content]
 Tautan Kuesioner dalam Rangka HUT Pertamina ke 55,Salah [Fabricated Content]
 WHO Mengatakan Vaksinasi di Seluruh Dunia Harus Dihentikan,Salah [Misleading Content]
 Video “UFO alien di atas langit / banyak saksi”,Salah [Misleading Content]
"Menyesatkan, Penggunaan Judul Berita Jenderal Perintahkan KSAD Damai dengan Habib Bahar?",Salah [-]
" Video “Pesawat Garuda Indonesia di Iran, 2022”",Salah [Misleading Content]
 Sampul Majalah Tempo Berjudul “Di Caci Tidak Tumbang Di Puji Tambah Ngutang Janji Tinggal Janji”,Salah [Manipulated Content]
 Foto “Kartu keluarga 2022”,Salah [Satire]
 Membersihkan Vagina dengan Pasta Gigi untuk Menghilangkan Keputihan dan Membuat Vagina Kesat,Salah [Misleading Content]
 CDC Mengumumkan Tes PCR Tidak Mampu Membedakan Virus SARS-Cov-2 dan Influenza,Salah [Misleading Content]
 Huruf Braille di Setir Mobil untuk Mengetahui Letak Klakson,Salah [Satire]
"Keliru, Klaim Penamaan Virus Covid-19 Varian Omicron Diambil dari Nama Bintang ke-15 dan Sinar UV Melindungi Indonesia dari Omicron ",Salah [-]
"Keliru, Video Pelaku Penculikan Anak yang Dihakimi Warga",Salah [-]
 MUI Tidak Boleh Mengeluarkan Sertifikat Halal ke Makanan dan Minuman,Salah [Misleading Content]
" Salah Satu Pemain Menggunakan Doping, Timnas Thailand Didiskualifikasi dari Piala AFF",Salah [Misleading Content]
 “Akun Facebook Ivan Gunawan Suprais”,Salah [Impostor Content]
 Video “Burung Garuda”,Salah [False Context]
 Gambar Anies Baswedan Di Dalam Sumur Resapan,Salah [Satire]
 Donasi Kembalian Konsumen Minimarket Disumbangkan Ke Badan Sosial GKI,Salah [Misleading Content]
 Video “China Meluncurkan Matahari Buatan”,Salah [False Context]
" Foto “Masjid meledak saat salat Jumat, sebanyak 67 jamaah meninggal dunia”",Salah [False Context]
 Giveaway Kedas Beauty Senilai Rp175 Juta,Salah [Fabricated Content]
 “Kita akan mengalami cuaca yang dingin melebihi cuaca dingin sebelumnya karena fenomena aphelion”,Salah [Misleading Content]
 Burger yang Diproduksi oleh McDonald’s Mengandung Ammonia Hydroxide,Salah [Misleading Content]
 Selebgram Rio Ramadhan Meninggal Dunia,Salah [Misleading Content]
 Cristiano Ronaldo Keturunan Bali,Salah [Fabricated Content]
 Video “Sumur Resapan Makan Korban”,Salah [False Context]
 NASA Mempekerjakan 24 Teolog untuk Memeriksa Reaksi Masyarakat terhadap Penemuan Alien,Salah [False Context]
 Video Penduduk Aborigin di Australia Menyambut Pemerintah dengan Busur dan Panah sebagai Bentuk Penolakan Vaksin Covid-19,Salah [False Context]
 Tunggul Pohon Silicon Raksasa Yang Ada Ribuan Tahun Lalu,Salah [False Context]
 Warga Korea Selatan yang Belum Vaksin Dilarang Mengikuti Pemilihan Presiden,Salah [Misleading Content]
 Video Pangeran Ghana Memberikan Kalung Salib Kepada Imam Masjidil Haram,Salah [False Context]
 Imam Besar Kadrun Yang Baru Rojack Al Garong,Salah [Satire]
" Tautan Penerima BLT UMKM Bulan Januari 2022 Sebesar Rp1,2 Juta",Salah [Fabricated Content]
 Gambar Anies membaca buku “101 cara ngeles”,Salah [Satire]
"Keliru, Pernyataan Robert Malone soal Vaksin mRNA untuk Covid-19 belum Diuji secara Memadai dan Vaksinasi Anak Tidak Bermanfaat.",Salah [-]
 Varian Baru Covid-19 Bernama Florona,Salah [Fabricated Content]
 Video Penculikan Anak di Sindangbarang Cianjur,Salah [Manipulated Content]
"Keliru, Foto dengan Klaim Vaksin Bisa Mengubah Warna Darah",Salah [-]
" “Berita Duka, SeIamat JaIan Untuk SeIamanya Inul Daratista”",Salah [Misleading Content]
 Tes Warna Sepatu untuk Menentukan Sisi Otak yang Dominan,Salah [Misleading Content]
 Foto Rudal Balistik Buatan Indonesia Diangkut truk,Salah [Misleading Content]
" “Mata Uang Baru Yang Dikeluarkan BI, Koin Seratus Ribu Rupiah”",Salah [Fabricated Content]
"Sesat, BI Keluarkan Koin Baru Pecahan Rp 100 ribu Terbitan 2021",Salah [-]
"Keliru, Video dengan Narasi PBB dan WHO Menghentikan Vaksin di Seluruh Dunia",Salah [-]
 Varian Baru COVID-19 Bernama Delmicron,Salah [Fabricated Content]
 Video Seorang Pria Terperosok ke dalam Sumur Resapan,Salah [Misleading Content]
 Video Pasangan Sesama Jenis Pamer Buku Nikah,Salah [Misleading Content]
 Video “Timur Leste Kembali Ke Indonesia”,Salah [Misleading Content]
"Sebagian Benar, Narasi yang Mengaitkan 79 ribu Orang di Australia Mendapat Efek Samping Serius Vaksin dan Pemerintah Memberikan Kompensasi lebih 6 ribu Dollar",Salah [-]
"Keliru, Video Ratusan WN Timor Leste Ingin Kembali Bergabung dengan Indonesia",Salah [-]
"Sesat, Guru di Eropa dan Amerika Mengajarkan Bahaya Vaksin kepada Anak-anak SD",Salah [-]
 Peringatan Gempa Bumi Berkekuatan 8-9 SR pada 1 hingga 3 Januari 2022 karena Persilangan Posisi Planet,Salah [Misleading Content]
 Nikita Mirzani Minta Masyarakat Berhenti Sebut HRS Sebagai Habib. Dia Itu Hanyalah Seorang Tukang Obat Saja Jangan Mau Dibodohi Bro,Salah [Manipulated Content]
 Wanita Bercadar Masuk ke Teras Gereja dan Menaruh Sebuah Tas di Pot Bunga,Salah [Misleading Content]
 Foto Minuman dari Kotoran Domba dan Kambing di China,Salah [Misleading Content]
 Foto Patung Buddha Bamiyan di Awal 1900-an,Salah [False Context]
 Foto Rumah Abad Pertengahan di Perancis yang Dibangun Tahun 1509,Salah [False Context]
 Video “Kebiadaban Myanmar terhadap ummat Islam tidak bisa dimaafkan”,Salah [False Context]
"Keliru, Video Timnas Thailand Didiskualifikasi karena Doping Saat Lawan Indonesia di Piala AFF 2020",Salah [-]
 Kutipan Gus Mus kepada Warga Keturunan Arab tentang Berislam,Salah [Fabricated Content]
 Foto Para Anggota GP Ansor Beribadah di Gereja,Salah [Manipulated Content]
 Foto Jalan Raya di China Macet Total,Salah [Manipulated Content]
 Video “Balita ini selamat Wlo sdh berhari hari tertimbun abu vulkanik semeru”,Salah [False Context]
" ""Bonus Rp 12 Miliar buat team ""Garuda"" dikejuaraan AFF 2020""",Salah [False Context]
: Poster Acara Perayaan Tahun Baru 2022 Rembang Expo,Salah [Fabricated Content]
 Dua Mumi Alien Ditemukan di Mesir,Salah [False Context]
 Link  Mengecek  Bantuan Rp500.000 bagi yang  Mempunyai E-KTP,KLARIFIKASI
 Akun Facebook Bupati Kapuas Hulu Fransiskus Diaan Meminta Uang dan Pulsa,Salah [Impostor Content]
" Foto Seorang Akademisi Asal Indonesia Berusia 105 Tahun, Moerhadi, Berbagi Rahasia Kemenanganya atasi Diabetes",Salah [Manipulated Content]
: Pemesanan Online Vaksin Covid-19 Sinopharm Melalui E-Commerce,Salah [Misleading Content]
 Lowongan Kerja Bagi Lulusan SMA/SMK di Satpol PP Surabaya,Salah [Fabricated Content]
 Vaksin mRNA pada Pfizer dan Moderna Berbahaya Bagi Anak-Anak,Salah [Misleading Content]
 Video Fisikawan Bermain Bola Voli Menggunakan Drone,Salah [False Context]
 Burung Elang Ikan Menangkap Ikan Hiu dari Laut,Salah [False Context]
" Buku Berjudul ""Understanding Omicron Variant"" oleh Dr Theresa Bishop Terbit Tahun 2020 Sebelum Varian Omicron Ditemukan di Dunia",Salah [Misleading Content]
 Pasien Korban Erupsi Semeru di RSUD dr. Haryoto Diharuskan Membeli Underpad Sendiri,Salah [Misleading Content]
" Victor Lindelof Gagal Jantung setelah Vaksinasi Covid-19, kemudian Jantungnya Dipasangi Chip",Salah [Misleading Content]
" Video ""ada apa negara kita sekarang ini""",Salah [False Context]
: Imbauan Untuk Isi Bensin Penuh Tangki Karena Tanggal 27 Desember 2021 Hingga 7 Januari 2022 Karyawan Pertamina Mogok Kerja Massal,Salah [Misleading Content]
 Kuburan kendaraan di Jepang,Salah [False Context]
"Keliru, Penamaan Virus Covid-19 Varian Omicron Diambil dari Video Games Buatan Microsoft (Bill Gates) Tahun 1999",Salah [-]
"Keliru, Bill Gates Diusir Dari India karena Menyebabkan 47 ribu Anak Cacat setelah Mendapat Vaksin Polio",Salah [-]
 Surat Pengangkatan Tenaga Honorer menjadi ASN Tanpa Tes oleh Kemendikbud,Salah [Fabricated Content]
 Foto “anak raja Salman yang bernama Putri sarah”,Salah [False Context]
 Gambar Tangkapan Layar Artikel Kompas.com “warga DKI bingung dengan hasil kinerja Anies Baswedan yang selalu dapat penghargaan”,Salah [Manipulated Content]
 Foto Jokowi saat Kelulusan,Salah [Satire]
 Video Detik-Detik Gunung Semeru Bocor dari Tengah Gunung,Salah [False Context]
 Video “Banten Dilanda Hujan Angin Kencang”,Salah [False Context]
 Jadwal Kemunculan Varian Omicron,Salah [Misleading Content]
 NU Cabang Nasrani Gelar Lomba Natal 2021,Salah [Impostor Content]
 Foto Herry Wirawan Mengenakan Jaket Banser,Salah [Manipulated Content]
 Link Mendaftarkan Bantuan Covid-19 Bagi yang Mempunyai E-KTP,Salah [Fabricated Content]
 Akun Telegram BNI Sekuritas atau BIONIS,Salah [Impostor Content]
 Hadiah Ulang Tahun ke-50 Tahun Kimia Farma Senilai Rp2 Juta,Salah [Fabricated Content]
 Foto Mobil Wagub DKI Jakarta Ahmad Riza Patria Terperosok di Sumur Resapan,Salah [Misleading Content]
 Akun Facebook Sekretaris Daerah Kota Bengkulu Arif Gunardi Meminta Dibayari Tiket Pesawat,Salah [Impostor Content]
 Poster Waspada Penculikan Anak Berumur 1-12 Tahun Mengatasnamakan Polresta Sidoarjo,Salah [Fabricated Content]
 Foto “Santa Claus ikut salat berjamaah”,Salah [Satire]
 Foto Anak Irak Tidur di Atas Gambar Sosok Ibunya,Salah [False Context]
 Maskapai Garuda Indonesia Berganti Nama Menjadi China Airlines,Salah [Misleading Content]
"Sesat, Mantan Gubernur California Arnold Schwarzenegger Ditolak Menginap di Hotel yang Memajang Patung Dirinya",Salah [-]
"Keliru, Erupsi Gunung Semeru bukan Murni Bencana Alam, tapi karena Diusirnya seorang Habib",Salah [-]
 Video Ma’ruf Amin Mengucapkan Selamat Natal dengan Mengenakan Kostum Sinterklas,Salah [Manipulated Content]
 Video “Bawang Merah Impor dari Cina Berisi Narkoba”,Salah [False Context]
 Undangan Wawancara Kerja Diskominfo Jawa Barat,Salah [Impostor Content]
 Pemerkosa 21 Santriwati Babak Belur dalam Rutan,Salah [Manipulated Content]
 Foto “Pecahan Uang Kertas Rp200.000 Resmi Diedarkan Hari Ini”,Salah [False Context]
"Menyesatkan, Fenomena Para Atlet Berjatuhan dan Kasus Gagal Jantung setelah Vaksinasi Covid-19",Salah [-]
 Foto “Anak pembunuh pelaku pemerkosaan terhadap ibunya”,Salah [Misleading Content]
 Akun TikTok Inul Daratista Mengadakan Give Away,Salah [Impostor Content]
" Foto “masjid megah di dekat stadion Bayern Munchen, Allianz Arena”",Salah [Misleading Content]
"Keliru, Uang Pecahan Rp 200 Ribu Telah Beredar",Salah [-]
" Video Kejadian Angin Kencang yang Melanda Merak, Banten",Salah [False Context]
 Video Rekaman Kecelakaan Helikopter Jenderal Bipin Rawat India,Salah [False Context]
Cek Fakta: Tidak Benar Rayakan HUT ke-50 Kimia Farma Bagikan Rp 2 Juta,Salah [Fabricated Content]
"Keliru, Video Vaksin Sinovac Untuk Anak Belum Diuji Coba",Salah [-]
"Keliru, Nahdlatul Ulama Menggelar Lomba Memeriahkan Natal 2021",Salah [-]
 Lebih dari 2000 Gereja di Paris Diruntuhkan karena Banyak Jemaatnya Berpindah ke Ateis atau Islam,Salah [Misleading Content]
 “Mobil Listrik Murah Wuling E200 Dijual di Indonesia”,Salah [False Context]
 Video Bukti Varian Omicron Hanya Dibuat-Buat,Salah [Misleading Content]
 Gunung Welirang Jawa Timur Erupsi,Salah [False Context]
 Judul Berita “Ilmuwan Pfizer Memperingatkan Vaksinasi Mingguan untuk virus Omicron Mungkin Diperlukan untuk Mencegah Lockdown”,Salah [Misleading Content]
 Link Kuesioner Hari Jadi JNE ke 31 Tahun,Salah [Fabricated Content]
"Keliru, Tsunami Makassar Setinggi 20 Meter pada 14 Desember 2021",Salah [-]
"Sesat, Klaim Gunung Welirang di Jawa Timur Mengalami Erupsi",Salah [-]
"Keliru, Ini Bentuk Kristal Air Biasa dan Kristal Air Zamzam yang Berhasil Diabadikan Masaru Emoto",Salah [-]
"Keliru, Video Angin Kencang di Merak, Banten",Salah [-]
"Keliru, Video yang Diklaim Erupsi Gunung Semeru",Salah [-]
"Keliru, Video Kawah Gunung Semeru Mengeluarkan Lava Disertai Suara Meraung",Salah [-]
"Sesat, Foto yang Dikaitkan dengan Jenazah Rumini yang Tewas Berpelukan saat Erupsi Gunung Semeru",Salah [-]
"Menyesatkan, Video Meletusnya Gunung Semeru Pada 4 Desember 2021",Salah [-]
"Keliru, Video Keluarnya Lava dari Gunung Semeru",Salah [-]
"Keliru, Tabel Jadwal Peluncuran Varian Omicron dari WHO, John Hopkin University dan World Economic Forum",Salah [-]
"Keliru, Poster Film The Omicron Variant yang Ditayangkan Tahun 1963",Salah [-]
"Keliru, Varian Omicron Disebarkan untuk Memaksa Vaksinasi Covid-19 di Benua Afrika",Salah [-]
"Keliru, Foto Anak Korban Penculikan di Gorontalo",Salah [-]
"Menyesatkan, Video Gempa Bumi di Jambi pada 29 November 2021",Salah [-]
"Keliru, Dokter Asal Malaysia Dr. Chai Koh Meow Meninggal setelah Mendapat Vaksin Booster Pfizer",Salah [-]
"Keliru, 2.620 Bayi Meninggal setelah Mendapatkan Vaksin Covid-19",Salah [-]
"Tidak Terbukti, Ini Wanita Tertua di Dunia Berusia 210 Tahun",Salah [-]
"Keliru, Foto Warga Turki Saat Menggelar Salat Minta Hujan dan Lansung Diguyur Hujan Deras",Salah [-]
"Keliru, Mahasiswi Novi Maharani Dapat Penghargaan karena Temukan Formula Turunkan Berat Badan 35 Kilogram Sebulan",Salah [-]
"Keliru, Rina Kusumastuti Meraih Penghargaan Tertinggi karena Menemukan Metode Baru Menurunkan Berat Badan",Salah [-]
"Menyesatkan, Klaim Pria Ini Hamil dan Akhirnya Melahirkan Sepasang Anak",Salah [-]
"Keliru, Video Detik-detik Lahirnya 17 Anak Kembar",Salah [-]
"Keliru, Pernyataan Valentino Rossi soal Dana Bansos di Indonesia Dicolong",Salah [-]
"Menyesatkan, Pisang Asal Somalia Mengandung Cacing Helicobacter",Salah [-]
"Keliru, Rencana Pandemi Covid-19 Dibuat Rockefeller pada 2010",Salah [-]
"Keliru, Foto-foto Makam di Jepang Telah Diberi Penanda Kode Batang",Salah [-]
"Keliru, Bocah di Amerika Serikat Diadili karena Merampok Toko dan Hakim Mendenda Pengunjung Pengadilan",Salah [-]
"Keliru, Mahkamah Agung Amerika Serikat Membatalkan Vaksinasi Universal",Salah [-]
"Menyesatkan, Foto Petugas Dinas LH Jakarta Menyiram Taman saat Hujan",Salah [-]
"Menyesatkan, Foto yang Diklaim Megawati Mengusung Ganjar sebagai Capres PDIP",Salah [-]
"Keliru, Anies Baswedan-Ganjar Pranowo Deklarasi sebagai Pasangan Calon Presiden dan Wakil Presiden RI Periode 2024-2029",Salah [-]
"Keliru, CEO Pfizer Ditangkap FBI karena Penipuan dan Pemalsuan Data Vaksin",Salah [-]
"Keliru, Jong China Tidak Bergabung dalam Kongres Pemuda yang Melahirkan Sumpah Pemuda",Salah [-]
"Keliru, Video Amatir Kecelakaan Mobil Vanessa Angel",Salah [-]
"Keliru, Video 13 Siswa di Afrika Selatan Tewas Setelah Divaksin Covid-19",Salah [-]
"Keliru, Pengawalan Khusus Presiden Jokowi oleh Satuan Le Gendarmerie di Perancis",Salah [-]
"Tidak Terbukti, Indonesia Telah Menyiapkan Senjata Nuklir untuk Menghancurkan Cina",Salah [-]
"Keliru, Anies Baswedan Raih Gelar Pahlawan Internasional 2021",Salah [-]
"Menyesatkan, Foto Presiden Jokowi Bersama Pemimpin Negara-Negara Anggota G-20",Salah [-]
"Keliru, Video Wawancara Menteri Keuangan Sri Mulyani dengan Presiden Jokowi saat KTT G20 2021 di Italia",Salah [-]
"Keliru, WHO Sebut Covid-19 Sama dengan Flu Biasa dan 500 Orang Amerika Meninggal karena Vaksin",Salah [-]
"Tidak Terbukti, Taliban Memenggal Pemain Voli Perempuan Afghanistan",Salah [-]
"Menyesatkan, Megawati Menjabat di BRIN untuk Mengubah Sejarah G30S",Salah [-]
"Keliru, Raja Arab Minta Jokowi Pecat Menteri Agama Yaqut",Salah [-]
"Keliru, Klaim Foto Puluhan Juta Umat Islam di Afrika Hadiri Acara Maulid Nabi Muhammad",Salah [-]
"Keliru, Model Omar Borkan Al Gala Dideportasi dari Arab Saudi",Salah [-]
"Keliru, Klaim Bahasa Cina Jadi Kurikulum Pendidikan di Halmahera Selatan",Salah [-]
"Keliru, Narasi Tentang Kenaikan Prevalensi Merokok Anak Tidak Terkait dengan Iklan Rokok",Salah [-]
"Sebagian Benar, Prevalensi Perokok Turun Sesuai Bps tapi Bukan Jumlah Perokok Anak",Salah [-]
"Keliru, Suhu Udara Panas di Indonesia pada Oktober 2021 akibat Badai Matahari",Salah [-]
"Keliru, KPK Berhasil Temukan Duit Suap Rp 5 Miliar di Kediaman Novel Baswedan",Salah [-]
"Keliru, CEO Pfizer Albert Vorla Menyatakan tanpa Vaksin, Seseorang Bisa Mengimunisasi Dirinya Sendiri  ",Salah [-]
"Keliru, Ini Video Kecelakaan Mobil yang Menewaskan Pembuat Karikatur Nabi Muhammad",Salah [-]
"Sesat, Video Para Nakes Berjoget untuk Merayakan Covid-19",Salah [-]
"Sesat, Unggahan Jokowi adalah Presiden Pertama yang Menginjakkan Kaki di Tanah Papua",Salah [-]
"Keliru, CEO Pfizer Albert Vorla Menyatakan Tanpa Vaksin Seseorang bisa Mengimunisasi Dirinya Sendiri  ",Salah [-]
"Keliru, Pemberitaan Kasus Kekerasan Seksual di Luwu Timur  Pesanan LSM untuk Menjatuhkan Institusi Kepolisian",Salah [-]
"Keliru, Foto Tol Cisumdawu yang Diklaim Menteri Tjahjo Kumolo sebagai Tol Terkeren di Indonesia",Salah [-]
"Keliru, Ribuan Orang di Indonesia Meninggal Dunia setelah Vaksin Covid-19",Salah [-]
"Sebagian Benar, Ilmuwan California Temukan Obat Tetes Mata yang Bisa Membuat Manusia Melihat dalam Kegelapan",Salah [-]
"Keliru, Di Perbatasan Rusia dan Kanada Supermoon Terbit hingga Terbenam hanya dalam 30 Detik",Salah [-]
"Keliru, Klaim Emoji Ukiran Wajah Manusia dari Batu Merupakan Gambar Berhala di Kota Mekkah",Salah [-]
"Keliru, Klaim WWF Digunakan Sebagai Organisasi Untuk Tempat Pencucian Uang",Salah [-]
"Tidak Terbukti, Klaim Menghentikan Asupan Gula, Minum Perasan Lemon dan Minyak Kelapa Organik Dapat Membunuh Sel Kanker",Salah [-]
"Keliru, Risiko Anak di bawah 12 tahun Mengalami Covid-19 hanya 0,001 persen",Salah [-]
"Keliru, Klaim Angola Menetapkan Aturan Melarang Islam Karena Banyak Utang ke Cina",Salah [-]
"Sesat, Klaim Video Presiden Lantik Langsung Pengganti Anies di DKI",Salah [-]
"Keliru, Klaim Indomie Penyebab Tingginya Angka Kehamilan Remaja di Ghana",Salah [-]
"Keliru, Ramuan Bawang Putih, Jahe dan Madu dapat Membersihkan Nikotin dan Tar di Paru-paru",Salah [-]
"Keliru, Seorang Ibu di Korea Utara Dipenjara karena Tidak Menyelamatkan Foto Ayah dan Kakek Kim Joung Un saat Rumahnya Terbakar",Salah [-]
"Keliru, Klaim Foto-foto Perbaikan Kabel Laut oleh PT Telkom Indonesia",Salah [-]
"Keliru, Vaksin SInovac dan Astrazeneca Mengandung DNA Babi",Salah [-]
"Keliru, Cina Tak Lagi Gunakan Sinovac dan Indonesia telah Ditipu",Salah [-]
"Sesat, Artikel tentang Pesantren Al Quran Terbakar pada 2021",Salah [-]
"Keliru, Bank BNI, BRI dan Mandiri Cairkan Bantuan Uang bagi Penggunanya pada September 2021",Salah [-]
"Keliru, Klaim Keberadaan Surat Keputusan Mencopot Anies Baswedan",Salah [-]
"Keliru, Klaim Wanita Melahirkan 18 Bayi Kembar ",Salah [-]
"Benar, Eropa Tambahkan Gangguan Saraf Langka Dalam Daftar Efek Samping Vaksin AstraZeneca",Benar
"Keliru, Klaim Pemberitaan Kecelakaan Pesawat Sriwijaya Menewaskan 176 Penumpang",Salah [-]
"Tidak Terbukti, Klaim Seorang Wanita di Afrika Selatan Melahirkan 10 Bayi Kembar Sekaligus",Salah [-]
"Keliru, Vaksin Nusantara Ampuh Hancurkan Semua Jenis Virus Corona dengan Efikasi 100 persen",Salah [-]
"Keliru, Informasi Penjualan Vaksin Seharga Rp 1 juta di Situs PeduliLindungi",Salah [-]
"Keliru, Klaim Makam Mustafa Kemal Ataturk Mengeluarkan Bau Busuk",Salah [-]
